MessageNumber	DiagnosisTypes	Timestamp	TimeElapsed	Source	Destination	Module	Summary	Fid_UsbDevice	Fid_URB_TransferData	Fid_UCX_URB_BULK_OR_INTERRUPT_TRANSFER.Fid_URB_TransferFlags	Fid_UCX_URB_BULK_OR_INTERRUPT_TRANSFER.Fid_URB_TransferBufferLength
28457	None	2016-01-09T15:51:02.4036880				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,0]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28459	None	2016-01-09T15:51:02.4046892				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,4]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28461	None	2016-01-09T15:51:02.4056901				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,0]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28463	None	2016-01-09T15:51:02.4066897				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,0]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28465	None	2016-01-09T15:51:02.4076935				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,113]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28467	None	2016-01-09T15:51:02.4086939				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,128]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28469	None	2016-01-09T15:51:02.4096862				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,13]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28471	None	2016-01-09T15:51:02.4106883				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,10]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28473	None	2016-01-09T15:51:02.8965920				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,0]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28475	None	2016-01-09T15:51:02.8975793				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,13]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28477	None	2016-01-09T15:51:02.8985724				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,96]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28479	None	2016-01-09T15:51:02.8995806				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,88]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28481	None	2016-01-09T15:51:02.9005848				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,0]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28483	None	2016-01-09T15:51:02.9015861				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,3]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28485	None	2016-01-09T15:51:02.9025754				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,19]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28487	None	2016-01-09T15:51:02.9035997				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,142]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28489	None	2016-01-09T15:51:02.9045772				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,20]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28491	None	2016-01-09T15:51:02.9055793				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,0]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28493	None	2016-01-09T15:51:02.9065764				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,4]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28495	None	2016-01-09T15:51:02.9085823				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,0]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28497	None	2016-01-09T15:51:02.9095782				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,0]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28499	None	2016-01-09T15:51:02.9105766				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,113]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28501	None	2016-01-09T15:51:02.9115779				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,128]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28503	None	2016-01-09T15:51:02.9125792				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,13]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28505	None	2016-01-09T15:51:02.9135801				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,10]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28507	None	2016-01-09T15:51:03.3986110				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,0]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28509	None	2016-01-09T15:51:03.3996820				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,13]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28511	None	2016-01-09T15:51:03.4006800				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,96]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28513	None	2016-01-09T15:51:03.4026341				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,88]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28515	None	2016-01-09T15:51:03.4036818				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,0]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28517	None	2016-01-09T15:51:03.4046716				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,3]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28519	None	2016-01-09T15:51:03.4056798				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,19]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28521	None	2016-01-09T15:51:03.4066803				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,142]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28523	None	2016-01-09T15:51:03.4076812				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,20]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28525	None	2016-01-09T15:51:03.4086086				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,0]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28527	None	2016-01-09T15:51:03.4096800				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,4]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28529	None	2016-01-09T15:51:03.4106797				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,0]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28531	None	2016-01-09T15:51:03.4116539				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,0]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28533	None	2016-01-09T15:51:03.4126798				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,113]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28535	None	2016-01-09T15:51:03.4136806				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,128]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28537	None	2016-01-09T15:51:03.4145842				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,13]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28539	None	2016-01-09T15:51:03.4156779				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,10]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28541	None	2016-01-09T15:51:03.9016054				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,0]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28543	None	2016-01-09T15:51:03.9025660				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,13]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28545	None	2016-01-09T15:51:03.9035689				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,96]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28547	None	2016-01-09T15:51:03.9045932				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,88]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28549	None	2016-01-09T15:51:03.9055887				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,0]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28551	None	2016-01-09T15:51:03.9065904				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,3]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28553	None	2016-01-09T15:51:03.9075933				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,19]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28555	None	2016-01-09T15:51:03.9085930				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,142]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28557	None	2016-01-09T15:51:03.9095667				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,20]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28559	None	2016-01-09T15:51:03.9105729				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,0]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28561	None	2016-01-09T15:51:03.9116407				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,4]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28563	None	2016-01-09T15:51:03.9126342				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,0]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28565	None	2016-01-09T15:51:03.9136100				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,0]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28567	None	2016-01-09T15:51:03.9146343				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,113]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28569	None	2016-01-09T15:51:03.9156335				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,128]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28571	None	2016-01-09T15:51:03.9166336				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,13]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28573	None	2016-01-09T15:51:03.9176324				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,10]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28575	None	2016-01-09T15:51:04.4036576				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,0]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28577	None	2016-01-09T15:51:04.4045694				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,13]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28579	None	2016-01-09T15:51:04.4056092				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,96]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28581	None	2016-01-09T15:51:04.4066659				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,88]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28583	None	2016-01-09T15:51:04.4076676				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,0]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28585	None	2016-01-09T15:51:04.4086681				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,3]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28587	None	2016-01-09T15:51:04.4096669				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,19]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28589	None	2016-01-09T15:51:04.4106678				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,142]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28591	None	2016-01-09T15:51:04.4126252				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,20]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28593	None	2016-01-09T15:51:04.4136683				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,0]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28595	None	2016-01-09T15:51:04.4146647				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,4]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28597	None	2016-01-09T15:51:04.4156684				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,0]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28599	None	2016-01-09T15:51:04.4166648				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,0]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28601	None	2016-01-09T15:51:04.4176685				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,113]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28603	None	2016-01-09T15:51:04.4186669				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,128]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28605	None	2016-01-09T15:51:04.4196690				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,13]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28607	None	2016-01-09T15:51:04.4205681				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,10]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28609	None	2016-01-09T15:51:04.9436533				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,0]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28611	None	2016-01-09T15:51:04.9446599				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,13]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28613	None	2016-01-09T15:51:04.9456588				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,96]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28615	None	2016-01-09T15:51:04.9466580				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,88]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28617	None	2016-01-09T15:51:04.9475665				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,0]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28619	None	2016-01-09T15:51:04.9486577				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,3]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28621	None	2016-01-09T15:51:04.9496602				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,19]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28623	None	2016-01-09T15:51:04.9506615				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,142]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28625	None	2016-01-09T15:51:04.9516615				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,20]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28627	None	2016-01-09T15:51:04.9526443				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,0]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28629	None	2016-01-09T15:51:04.9536596				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,4]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28631	None	2016-01-09T15:51:04.9546621				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,0]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28633	None	2016-01-09T15:51:04.9565612				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,0]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28635	None	2016-01-09T15:51:04.9576626				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,113]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28637	None	2016-01-09T15:51:04.9586627				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,128]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28639	None	2016-01-09T15:51:04.9596590				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,13]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28641	None	2016-01-09T15:51:04.9606595				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,10]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28643	None	2016-01-09T15:51:05.4085983				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,0]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28645	None	2016-01-09T15:51:05.4096542				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,13]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28647	None	2016-01-09T15:51:05.4105528				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,96]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28649	None	2016-01-09T15:51:05.4115935				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,88]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28651	None	2016-01-09T15:51:05.4126539				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,0]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28653	None	2016-01-09T15:51:05.4136564				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,3]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28655	None	2016-01-09T15:51:05.4146561				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,19]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28657	None	2016-01-09T15:51:05.4156536				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,142]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28659	None	2016-01-09T15:51:05.4166557				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,20]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28661	None	2016-01-09T15:51:05.4176500				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,0]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28663	None	2016-01-09T15:51:05.4186554				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,4]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28665	None	2016-01-09T15:51:05.4196419				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,0]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28667	None	2016-01-09T15:51:05.4206535				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,0]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28669	None	2016-01-09T15:51:05.4226556				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,113]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
28671	None	2016-01-09T15:51:05.4235608				Microsoft_Windows_USB_UCX	Complete URB_FUNCTION_BULK_OR_INTERRUPT_TRANSFER with partial data	0x00001FFF33A2B7B8	[1,128]	0x00000003 (0x00000003)	0x00000002 (0x00000002)	
